Day,Price,10MA,20MA,50MA,100MA,200MA
1654,78.7471,75.77876,75.16804,73.027612,70.018586,65.9658465
1653,79.4385,75.40392,74.945185,72.788126,69.841526,65.9007965
1652,77.9943,75.00521,74.706845,72.548784,69.648184,65.8368825
1651,76.2000,74.64341,74.556385,72.316554,69.471598,65.7804895
1650,74.8200,74.45212,74.43694,72.093468,69.302526,65.7337035
1649,74.2571,74.38509,74.480765,71.883124,69.15064,65.7024105
1648,74.4480,74.39595,74.52475,71.726268,69.009212,65.6703965
1647,73.5714,74.27246,74.601705,71.58785,68.862575,65.6325995
1646,74.2214,74.35703,74.67285,71.452736,68.711461,65.591421
1645,74.0898,74.4413,74.67512,71.381564,68.535718,65.5473455
1644,74.9987,74.55732,74.694645,71.345968,68.357363,65.4928365
1643,75.4514,74.48645,74.579635,71.26948,68.176047,65.441857
1642,74.3763,74.40848,74.410635,71.175508,67.996719,65.38995
1641,74.2871,74.46936,74.271205,71.112814,67.828013,65.3443755
1640,74.1497,74.42176,74.11885,71.023014,67.675856,65.3002755
1639,74.3657,74.57644,73.954505,70.932066,67.529842,65.250834
1638,73.2131,74.65355,73.756305,70.849608,67.390471,65.1932055
1637,74.4171,74.93095,73.593065,70.787906,67.275154,65.1489255
1636,75.0641,74.98867,73.34784,70.695536,67.148126,65.1439865
1635,75.2500,74.90894,73.02992,70.63131,67.011842,65.129216
1634,74.2900,74.83197,72.75135,70.557796,66.882149,65.1101085
1633,74.6717,74.67282,72.487065,70.509024,66.756663,65.0977155
1632,74.9851,74.41279,72.20641,70.450904,66.635089,65.0858495
1631,73.8111,74.07305,71.95401,70.38283,66.512224,65.0580095
1630,75.6965,73.81594,71.748885,70.357294,66.405271,65.0473465
1629,75.1368,73.33257,71.369415,70.278592,66.274677,65.0405065
1628,75.9871,72.85906,71.06079,70.198456,66.15918,65.038758
1627,74.9943,72.25518,70.734435,70.103,66.04118,65.0281795
1626,74.2668,71.70701,70.42422,70.001886,65.935123,65.0284295
1625,74.4803,71.1509,70.20445,69.851864,65.834933,65.0313095
1624,72.6985,70.67073,69.985005,69.660686,65.735244,65.0353365
1623,72.0714,70.30131,69.68872,69.523888,65.643902,65.059055
1622,71.5877,70.00003,69.45872,69.410974,65.553815,65.090862
1621,71.2400,69.83497,69.198475,69.308506,65.473866,65.113047
1620,70.8628,69.68183,68.88876,69.224992,65.393094,65.120839
1619,70.4017,69.40626,68.56076,69.129278,65.314972,65.134425
1618,69.9483,69.26252,68.36139,69.026032,65.239041,65.1488445
1617,69.5126,69.21369,68.24033,68.920008,65.172315,65.1706515
1616,68.7057,69.14143,68.105485,68.824956,65.096132,65.1940385
1615,69.6786,69.258,68.20334,68.730242,65.029901,65.2231745
1614,69.0043,69.29928,68.33491,68.596642,64.945758,65.250717
1613,69.0586,69.07613,68.44341,68.469412,64.889801,65.2870525
1612,69.9371,68.91741,68.52812,68.34684,64.848843,65.312352
1611,69.7086,68.56198,68.593345,68.145212,64.796572,65.326805
1610,68.1071,68.09569,68.59777,67.969068,64.752014,65.356612
1609,68.9643,67.71526,68.67253,67.821068,64.733571,65.4010765
1608,69.4600,67.46026,68.736455,67.675376,64.699154,65.4429605
1607,68.7900,67.26697,68.769855,67.515632,64.662711,65.474104
1606,69.8714,67.06954,68.820285,67.36896,64.617639,65.5110465
1605,70.0914,67.14868,68.919355,67.192788,64.555382,65.5525785
1604,66.7728,67.37054,68.9935,67.00956,64.482025,65.586973
1603,67.4714,67.81069,69.24743,66.894926,64.44684,65.664427
1602,66.3828,68.13883,69.462145,66.747584,64.386583,65.745777
1601,65.0457,68.62471,69.722075,66.626642,64.318762,65.83192
1600,64.3028,69.09985,70.096505,66.511584,64.251705,65.927663
1599,66.4143,69.6298,70.469435,66.418156,64.187908,66.0225345
1598,67.5271,70.01265,70.70522,66.292156,64.103951,66.108163
1597,66.8157,70.27274,70.88958,66.1373,63.998208,66.19162
1596,70.6628,70.57103,71.045725,65.970186,63.887951,66.2657555
1595,72.3100,70.69003,70.85087,65.689872,63.741394,66.3136555
1594,71.1743,70.61646,70.48144,65.368758,63.593722,66.352758
1593,70.7528,70.68417,70.215655,65.082614,63.490893,66.400979
1592,71.2416,70.78546,69.9993,64.81793,63.383151,66.4241275
1591,69.7971,70.81944,69.760435,64.543212,63.284735,66.443362
1590,69.6023,71.09316,69.623795,64.328698,63.207235,66.477862
1589,70.2428,71.30907,69.447535,64.127618,63.133626,66.5176345
1588,70.1280,71.39779,69.197365,63.931334,63.041169,66.554156
1587,69.7986,71.50642,68.92332,63.762402,62.94876,66.594273
1586,71.8528,71.52042,68.67139,63.600716,62.855345,66.629387
1585,71.5743,71.01171,68.27725,63.392374,62.747845,66.6686955
1584,71.8514,70.34642,67.848465,63.206502,62.64923,66.727145
1583,71.7657,69.74714,67.388035,63.004302,62.544704,66.7854745
1582,71.5814,69.21314,66.94625,62.819274,62.439775,66.838646
1581,72.5343,68.70143,66.359965,62.641618,62.356332,66.906839
1580,71.7614,68.15443,65.77832,62.453248,62.276817,66.969396
1579,71.1300,67.586,65.225605,62.270762,62.217969,67.0420175
1578,71.2143,66.99694,64.75309,62.119904,62.168926,67.1217515
1577,69.9386,66.34022,64.266015,61.97936,62.116654,67.2062725
1576,66.7657,65.82236,63.841905,61.86836,62.064025,67.2946905
1575,64.9214,65.54279,63.55676,61.818002,62.042196,67.4137405
1574,65.8586,65.35051,63.35719,61.809802,62.042253,67.5247335
1573,66.4257,65.02893,63.116315,61.763916,62.034695,67.647326
1572,66.4643,64.67936,62.800245,61.696656,62.004238,67.7756355
1571,67.0643,64.0185,62.493815,61.639226,61.957452,67.9074515
1570,66.0771,63.40221,62.10524,61.561196,61.898737,68.02553
1569,65.2394,62.86521,61.782955,61.500666,61.850009,68.14494
1568,64.6471,62.50924,61.5267,61.45205,61.823143,68.2673855
1567,64.7600,62.19181,61.28356,61.424622,61.793415,68.4019425
1566,63.9700,61.86145,60.96856,61.367308,61.760932,68.532321
1565,62.9986,61.57073,60.602415,61.32956,61.72932,68.6683065
1564,62.6428,61.36387,60.2652,61.294874,61.715254,68.819449
1563,62.9300,61.2037,59.976415,61.31019,61.688897,68.9825205
1562,59.8557,60.92113,59.705845,61.350846,61.674554,69.1474775
1561,60.9014,60.96913,59.588345,61.447932,61.706568,69.320563
1560,60.7071,60.80827,59.496845,61.53496,61.732654,69.4870485
1559,61.6797,60.7007,59.438905,61.646074,61.766969,69.6600165
1558,61.4728,60.54416,59.37635,61.722932,61.782743,69.838275
1557,61.4564,60.37531,59.38678,61.80979,61.812029,70.0060395
1556,61.0628,60.07567,59.399675,61.866318,61.834693,70.1798575
1555,60.9300,59.6341,59.41832,61.917976,61.865279,70.367965
1554,61.0411,59.16653,59.485855,61.95449,61.913107,70.5633825
1553,60.1043,58.74913,59.52087,61.998754,61.960067,70.7572485
1552,60.3357,58.49056,59.64137,62.025582,62.025581,70.958227
1551,59.2928,58.20756,59.759515,62.010882,62.089381,71.1579125
1550,59.6314,58.18542,59.950665,61.991826,62.164881,71.361292
1549,60.1143,58.17711,60.10095,61.95766,62.254181,71.5569065
1548,59.7843,58.20854,60.27459,61.915746,62.331581,71.7441775
1547,58.4600,58.39825,60.49473,61.859116,62.402624,71.9236775
1546,56.6471,58.72368,60.79116,61.805716,62.471381,72.1032275
1545,56.2543,59.20254,61.171195,61.792916,62.558973,72.2933775
1544,56.8671,59.80518,61.58405,61.818686,62.62831,72.4981345
1543,57.5186,60.29261,61.91891,61.899172,62.707667,72.696849
1542,57.5057,60.79218,62.196115,61.948372,62.783181,72.8879915
1541,59.0714,61.31147,62.50047,62.026258,62.860738,73.0825845
1540,59.5483,61.71591,62.70504,62.085772,62.924695,73.262399
1539,60.4286,62.02479,62.880155,62.139634,62.971826,73.438849
1538,61.6814,62.34064,62.999155,62.151004,62.99594,73.617753
1537,61.7143,62.59121,63.07887,62.135118,63.022697,73.791346
1536,61.4357,62.85864,63.08787,62.109974,63.139847,73.965403
1535,62.2807,63.13985,63.120215,62.103316,63.24659,74.1319545
1534,61.7414,63.36292,63.069395,62.091958,63.338068,74.293858
1533,62.5143,63.54521,63.152755,62.085106,63.438768,74.462915
1532,62.6986,63.60005,63.27518,62.060276,63.53661,74.618959
1531,63.1158,63.68947,63.37575,62.071046,63.603795,74.780573
1530,62.6371,63.69417,63.4826,62.100386,63.689422,74.9279295
1529,63.5871,63.73552,63.663885,62.165176,63.806336,75.0692725
1528,64.1871,63.65767,63.76066,62.217948,63.918336,75.2019295
1527,64.3886,63.56653,63.84209,62.253948,64.015179,75.332201
1526,64.2478,63.3171,63.8368,62.25969,64.121736,75.460258
1525,64.5114,63.10058,63.806695,62.26639,64.227686,75.5830905
1524,63.5643,62.77587,63.71891,62.274704,64.335429,75.703912
1523,63.0627,62.7603,63.70341,62.305474,64.474208,75.8288475
1522,63.5928,62.95031,63.62256,62.31182,64.627909,75.957044
1521,63.1628,63.06203,63.422955,62.275678,64.752228,76.0837585
1520,63.0506,63.27103,63.181815,62.236278,64.848584,76.20773
1519,62.8086,63.59225,62.92544,62.199352,64.953878,76.3266125
1518,63.2757,63.86365,62.68594,62.194236,65.058648,76.446005
1517,61.8943,64.11765,62.369795,62.162208,65.168988,76.5658835
1516,62.0826,64.3565,62.06458,62.154556,65.291945,76.6814335
1515,61.2643,64.51281,61.760805,62.12908,65.416448,76.788992
1514,63.4086,64.66195,61.57473,62.135634,65.555676,76.893299
1513,64.9628,64.64652,61.44887,62.067604,65.684304,76.9869485
1512,64.7100,64.29481,61.19966,61.998262,65.775861,77.091363
1511,65.2528,63.78388,61.03416,61.965204,65.857038,77.19912
1510,66.2628,63.0926,60.873875,61.930348,65.96121,77.3044985
1509,65.5226,62.25863,60.672805,61.887864,66.068582,77.4119845
1508,65.8157,61.50823,60.44653,61.842554,66.186767,77.517414
1507,64.2828,60.62194,60.2001,61.814268,66.285497,77.621864
1506,63.6457,59.77266,60.008815,61.803068,66.404454,77.733957
1505,62.7557,59.0088,59.88167,61.812582,66.549775,77.84785
1504,63.2543,58.48751,59.829525,61.871724,66.691921,77.961857
1503,61.4457,58.25122,59.73675,61.92138,66.882014,78.077321
1502,59.6007,58.10451,59.728105,62.02558,67.104971,78.204528
1501,58.3400,58.28444,59.909925,62.16788,67.345078,78.345017
1500,57.9231,58.65515,60.222065,62.337936,67.603621,78.4860885
1499,58.0186,59.08698,60.61974,62.550702,67.857161,78.6321445
1498,56.9528,59.38483,61.030095,62.747416,68.112375,78.7702015
1497,55.7900,59.77826,61.48181,62.946132,68.385032,78.908666
1496,56.0071,60.24497,61.926095,63.137046,68.64356,79.0468585
1495,57.5428,60.75454,62.35488,63.32503,68.885917,79.173287
1494,60.8914,61.17154,62.724095,63.437934,69.111794,79.29593
1493,59.9786,61.22228,62.934665,63.516162,69.311065,79.400062
1492,61.4000,61.3517,63.104735,63.61799,69.465104,79.507858
1491,62.0471,61.53541,63.12402,63.695218,69.601989,79.6166435
1490,62.2414,61.78898,63.081305,63.763618,69.748489,79.7190295
1489,60.9971,62.1525,63.02945,63.804018,69.901643,79.826209
1488,60.8871,62.67536,63.107235,63.840876,70.067143,79.940802
1487,60.4571,63.18536,63.146595,63.910276,70.239786,80.0547805
1486,61.1028,63.60722,63.199325,64.16972,70.403429,80.1625875
1485,61.7128,63.95522,63.184625,64.389864,70.589546,80.265309
1484,61.3988,64.27665,63.178585,64.584178,70.80506,80.3654305
1483,61.2728,64.64705,63.109,64.79243,71.026245,80.469979
1482,63.2371,64.85777,63.120145,65.012944,71.237517,80.5715935
1481,64.5828,64.71263,63.111145,65.136544,71.457346,80.669922
1480,65.8766,64.37363,63.057505,65.278458,71.661975,80.7553795
1479,66.2257,63.9064,62.970605,65.447496,71.866066,80.834182
1478,65.9871,63.53911,62.822175,65.618724,72.074577,80.905075
1477,64.6757,63.10783,62.74289,65.77641,72.295891,80.9782035
1476,64.5828,62.79143,62.695245,65.983782,72.525356,81.055532
1475,64.9271,62.41403,62.672175,66.188982,72.785285,81.145282
1474,65.1028,62.08052,62.71146,66.396154,73.007214,81.234339
1473,63.3800,61.57095,62.743175,66.642942,73.259957,81.317589
1472,61.7857,61.38252,62.90696,66.943998,73.547033,81.4023245
1471,61.1928,61.50966,63.15346,67.228778,73.857451,81.497196
1470,61.2043,61.74138,63.43596,67.46089,74.152323,81.5987745
1469,62.5528,62.03481,63.803815,67.708404,74.439871,81.6905885
1468,61.6743,62.10524,64.06889,67.92306,74.711628,81.7787385
1467,61.5117,62.37795,64.329605,68.175768,75.01047,81.8492095
1466,60.8088,62.59906,64.520805,68.429334,75.30371,81.920308
1465,61.5920,62.93032,64.75068,68.703816,75.607293,82.0063175
1464,60.0071,63.3424,64.83048,68.975718,75.923644,82.093479
1463,61.4957,63.9154,65.070265,69.301004,76.276144,82.192172
1462,63.0571,64.4314,65.24898,69.55346,76.620401,82.289486
1461,63.5100,64.79726,65.359195,69.748872,76.934558,82.3817145
1460,64.1386,65.13054,65.45705,69.992072,77.241443,82.4707215
1459,63.2571,65.57282,65.46319,70.2493,77.553064,82.555871
1458,64.4014,66.03254,65.442335,70.53098,77.893807,82.646357
1457,63.7228,66.28126,65.44012,70.756726,78.20005,82.7281
1456,64.1214,66.44255,65.925445,71.00584,78.525022,82.8250715
1455,65.7128,66.57104,66.324875,71.286968,78.870651,82.9230215
1454,65.7371,66.31856,66.61066,71.512118,79.213658,83.0102645
1453,66.6557,66.22513,66.914375,71.842648,79.55443,83.0987075
1452,66.7157,66.06656,67.196515,72.184362,79.890873,83.196143
1451,66.8428,65.92113,67.331585,72.522276,80.226444,83.296636
1450,68.5614,65.78356,67.57337,72.869306,80.557703,83.398136
1449,67.8543,65.35356,67.861725,73.16362,80.859632,83.455529
1448,66.8886,64.85213,68.208365,73.477334,81.156774,83.5246145
1447,65.3357,64.59898,68.557505,73.823932,81.444731,83.599443
1446,65.4063,65.40834,69.042935,74.150074,81.735074,83.6923645
1445,63.1880,66.07871,69.51476,74.446804,82.027782,83.7998615
1444,64.8028,66.90276,70.119645,74.785654,82.367959,83.9194215
1443,65.0700,67.60362,70.751615,75.105968,82.686031,84.009786
1442,65.2614,68.32647,71.419755,75.312218,82.992802,84.116743
1441,65.4671,68.74204,71.95792,75.50876,83.304431,84.2352715
1440,64.2614,69.36318,72.324485,75.73336,83.600103,84.3552215
1439,62.8400,70.36989,72.790415,75.999268,83.905872,84.4828
1438,64.3571,71.5646,73.312695,76.29341,84.239566,84.62305
1437,73.4293,72.51603,73.810325,76.569296,84.559995,84.753893
1436,72.1100,72.67753,73.84836,76.637138,84.790959,84.832682
1435,71.4285,72.95081,73.969505,76.789228,85.017319,84.921646
1434,71.8114,73.33653,74.157435,77.025942,85.249648,85.006382
1433,72.2985,73.89961,74.380435,77.26006,85.487062,85.075575
1432,69.4171,74.51304,74.471435,77.46209,85.701308,85.1496965
1431,71.6785,75.1738,74.641965,77.778148,85.957351,85.243768
1430,74.3285,75.28579,74.84154,78.045492,86.166437,85.3242895
1429,74.7871,75.21094,74.975115,78.284636,86.332209,85.386204
1428,73.8714,75.06079,75.102815,78.53043,86.485523,85.4380185
1427,75.0443,75.10462,75.19368,78.815372,86.649223,85.4967615
1426,74.8428,75.01919,75.25039,79.06693,86.79878,85.551897
1425,75.2857,74.9882,75.41714,79.381588,86.938495,85.6105115
1424,77.4422,74.97834,75.50137,79.618274,87.072395,85.66344
1423,78.4328,74.86126,75.74244,79.876972,87.183487,85.694493
1422,76.0247,74.42983,76.00787,80.150068,87.286179,85.720586
1421,72.7984,74.11013,76.387205,80.486124,87.415289,85.761591
1420,73.5800,74.39729,76.957,80.843756,87.566876,85.8033845
1419,73.2856,74.73929,77.441855,81.171338,87.699347,85.82977
1418,74.3097,75.14484,77.954575,81.500196,87.833362,85.852749
1417,74.1900,75.28274,78.450015,81.845172,87.962779,85.868336
1416,74.5329,75.48159,78.822655,82.178086,88.070922,85.87645
1415,75.1871,75.84608,79.10815,82.51077,88.161536,85.8825425
1414,76.2714,76.0244,79.35532,82.87157,88.230922,85.8874355
1413,74.1185,76.62362,79.582675,83.251284,88.289593,85.8954925
1412,72.8277,77.58591,79.645875,83.687342,88.406865,85.913807
1411,75.6700,78.66428,79.758915,84.120244,88.541202,85.9371255
1410,77.0000,79.51671,79.81027,84.490814,88.647787,85.941211
1409,77.3411,80.14442,79.83811,84.856828,88.755387,85.9317535
1408,75.6887,80.76431,79.84841,85.256634,88.848061,85.918198
1407,76.1785,81.61729,79.971545,85.643374,88.958231,85.9086045
1406,78.1778,82.16372,80.00369,86.044204,89.06346,85.894169
1405,76.9703,82.37022,80.080525,86.454334,89.145925,85.87103
1404,82.2636,82.68624,80.39522,86.915198,89.231793,85.8448355
1403,83.7414,82.54173,80.457905,87.266212,89.272628,85.792239
1402,83.6114,81.70584,80.390835,87.597384,89.304085,85.7290105
1401,84.1943,80.85355,80.471265,87.930612,89.344956,85.6748535
1400,83.2771,80.10383,80.513835,88.2461,89.368556,85.612882
1399,83.5400,79.5318,80.664265,88.555644,89.407128,85.5489395
1398,84.2185,78.93251,80.841105,88.836214,89.428028,85.4835035
1397,81.6428,78.3258,81.036105,89.06553,89.4323,85.4028965
1396,80.2428,77.84366,81.335075,89.320074,89.450157,85.329561
1395,80.1305,77.79083,81.85172,89.60876,89.460657,85.259754
1394,80.8185,78.1042,82.201195,89.950264,89.480066,85.1874445
1393,75.3825,78.37408,82.679125,90.266094,89.489059,85.1084375
1392,75.0885,79.07583,83.51438,90.673386,89.550612,85.057375
1391,76.6971,80.08898,84.40133,91.100102,89.631298,85.0079895
1390,77.5568,80.92384,85.100475,91.466846,89.68957,84.9480825
1389,77.5471,81.79673,85.72059,91.812476,89.750775,84.879784
1388,78.1514,82.7497,86.32966,92.185722,89.814461,84.8096415
1387,76.8214,83.74641,87.000015,92.550694,89.869775,84.7379275
1386,79.7145,84.82649,87.70073,92.94478,89.921746,84.6541135
1385,83.2642,85.91261,88.27336,93.24541,89.941072,84.560833
1384,83.5173,86.29819,88.771505,93.473354,89.925801,84.444726
1383,82.4000,86.98417,89.358495,93.714064,89.913713,84.332675
1382,85.2200,87.95293,90.034565,93.940526,89.90567,84.227182
1381,85.0457,88.71368,90.497205,94.136554,89.882498,84.104439
1380,86.2857,89.27711,90.954845,94.287382,89.848784,83.9790745
1379,87.0768,89.64445,91.405595,94.379782,89.802298,83.848639
1378,88.1185,89.90962,91.918325,94.440616,89.735573,83.7150765
1377,87.6222,90.25362,92.263685,94.483074,89.660516,83.576798
1376,90.5757,90.57497,92.693575,94.53063,89.585708,83.4399225
1375,87.1200,90.63411,93.099005,94.495402,89.505279,83.288758
1374,90.3771,91.24482,93.74368,94.526516,89.461464,83.151751
1373,92.0876,91.73282,94.21554,94.490002,89.375221,82.9951795
1372,92.8275,92.1162,94.62616,94.42229,89.257616,82.828477
1371,90.6800,92.28073,94.998425,94.344454,89.136941,82.653625
1370,89.9591,92.63258,95.46286,94.289996,89.045226,82.4895965
1369,89.7285,93.16674,95.90262,94.227356,88.941306,82.327401
1368,91.5585,93.92703,96.29462,94.166528,88.845849,82.169137
1367,90.8357,94.27375,96.50091,94.080386,88.687949,81.9994375
1366,91.1671,94.81218,96.677625,93.963758,88.536906,81.8299375
1365,93.2271,95.5639,96.853125,93.812302,88.405342,81.657277
1364,95.2571,96.24254,97.052055,93.590274,88.263314,81.473963
1363,95.9214,96.69826,97.1197,93.327902,88.1082,81.2706845
1362,94.4728,97.13612,97.110985,93.126388,87.958571,81.0632345
1361,94.1985,97.71612,97.20856,92.96216,87.828871,80.861542
1360,95.3007,98.29314,97.25035,92.80476,87.7,80.6621135
1359,97.3314,98.6385,97.22723,92.653946,87.558678,80.4633315
1358,95.0257,98.66221,97.17113,92.439488,87.398907,80.25656
1357,96.2200,98.72807,97.239845,92.273088,87.25615,80.0625885
1356,98.6843,98.54307,97.25513,92.082716,87.125121,79.8605315
1355,100.0135,98.14235,97.058215,91.837516,86.975392,79.6450315
1354,99.8143,97.86157,96.79061,91.548388,86.806871,79.424214
1353,100.3000,97.54114,96.577535,91.279044,86.642985,79.205864
1352,100.2728,97.08585,96.24869,91.010786,86.501413,78.982721
1351,99.9687,96.701,95.98612,90.7593,86.366828,78.75845
1350,98.7543,96.20756,95.61704,90.491012,86.238569,78.5316065
1349,97.5685,95.81596,95.22461,90.258612,86.051426,78.3044065
1348,95.6843,95.68005,94.85211,90.019842,85.892455,78.085221
1347,94.3700,95.75162,94.579965,89.79907,85.754155,77.8664925
1346,94.6771,95.96719,94.361465,89.58024,85.649655,77.656778
1345,97.2057,95.97408,94.068325,89.312554,85.571941,77.452328
1344,96.6100,95.71965,93.641825,89.009868,85.470884,77.229878
1343,95.7471,95.61393,93.238895,88.712024,85.333541,77.014642
1342,96.4243,95.41153,92.88664,88.427838,85.240684,76.805485
1341,95.0343,95.27124,92.51221,88.162494,85.166112,76.598199
1340,94.8383,95.02652,92.15835,87.912294,85.11034,76.400763
1339,96.2094,94.63326,91.75779,87.689074,85.059728,76.1974715
1338,96.4000,94.02417,91.281675,87.4432,85.006534,75.991153
1337,96.5257,93.40831,90.824245,87.188856,84.947791,75.78431
1336,94.7460,92.75574,90.248175,86.898712,84.874405,75.5840245
1335,94.6614,92.16257,89.69059,86.636734,84.825973,75.4004585
1334,95.5528,91.564,89.063805,86.378248,84.763116,75.212673
1333,93.7231,90.86386,88.39309,86.113362,84.664088,75.0207945
1332,95.0214,90.36175,87.99922,85.870814,84.598085,74.840086
1331,92.5871,89.75318,87.56122,85.628442,84.530185,74.648843
1330,90.9057,89.29018,87.24829,85.410186,84.482142,74.469129
1329,90.1185,88.88232,87.091005,85.224814,84.440199,74.303729
1328,90.2414,88.53918,86.915505,85.03053,84.390514,74.1423865
1327,90.0000,88.24018,86.73872,84.837958,84.3443,73.9802435
1326,88.8143,87.74061,86.57379,84.640786,84.305014,73.8163865
1325,88.6757,87.21861,86.45429,84.515156,84.282528,73.6564365
1324,88.5514,86.56361,86.29836,84.396412,84.254485,73.5028935
1323,88.7020,85.92232,86.188145,84.26044,84.205499,73.340758
1322,88.9357,85.63669,86.0974,84.092942,84.154993,73.179612
1321,87.9571,85.36926,86.03554,83.929428,84.107893,73.019662
1320,86.8271,85.2064,85.9654,83.800456,84.039893,72.8814765
1319,86.6871,85.29969,85.98076,83.655256,83.960193,72.747334
1318,87.2514,85.29183,85.927905,83.52517,83.872136,72.615327
1317,85.0043,85.23726,85.79762,83.295512,83.773893,72.4708055
1316,83.5943,85.40697,85.71883,83.110054,83.681978,72.3330625
1315,82.1257,85.68997,85.603755,82.998382,83.603549,72.2010125
1314,82.1385,86.03311,85.60104,82.936354,83.543949,72.0681055
1313,85.8457,86.45397,85.580005,82.888498,83.501392,71.921556
1312,86.2614,86.55811,85.36461,82.790754,83.420749,71.7618775
1311,86.3285,86.70182,85.209395,82.695582,83.333049,71.600749
1310,87.7600,86.7244,85.019185,82.59524,83.234635,71.435178
1309,86.6085,86.66183,84.81505,82.46341,83.10812,71.2639495
1308,86.7057,86.56398,84.68041,82.358326,82.988335,71.1032785
1307,86.7014,86.35798,84.529265,82.239212,82.858978,70.9487285
1306,86.4243,86.03069,84.29512,82.167526,82.724878,70.7988
1305,85.5571,85.51754,84.05626,82.113268,82.596135,70.651864
1304,86.3471,85.16897,83.86526,82.065354,82.457878,70.512057
1303,86.8871,84.70604,83.66333,82.006926,82.31185,70.369107
1302,87.6985,84.17111,83.39876,81.99204,82.153936,70.2216855
1301,86.5543,83.71697,83.158975,81.974356,82.004751,70.0775785
1300,87.1343,83.31397,82.914975,81.986126,81.857208,69.9401285
1299,85.6300,82.96827,82.640115,81.84424,81.690751,69.7984785
1298,84.6457,82.79684,82.37883,81.765068,81.538979,69.6564
1297,83.4285,82.70055,82.177185,81.70924,81.373493,69.513857
1296,81.2928,82.55955,82.01283,81.71907,81.208965,69.374786
1295,82.0714,82.59498,82.07483,81.831328,81.058851,69.2430505
1294,81.7178,82.56155,82.108185,81.9319,80.894823,69.104079
1293,81.5378,82.62062,82.109935,81.955058,80.727816,68.9651185
1292,83.1571,82.62641,82.0494,82.05353,80.564138,68.831815
1291,82.5243,82.60098,81.929545,82.16973,80.384681,68.690265
1290,83.6773,82.51598,81.878755,82.308386,80.206595,68.5488865
1289,83.9157,82.31196,81.673245,82.430382,80.008793,68.3976785
1288,83.6828,81.96082,81.4866,82.569868,79.804822,68.250264
1287,82.0185,81.65382,81.090885,82.706726,79.60608,68.1067285
1286,81.6471,81.46611,80.77653,82.850098,79.386481,67.9752
1285,81.7371,81.55468,80.59471,83.015212,79.180594,67.8455145
1284,82.3085,81.65482,80.45907,83.147984,78.963651,67.7108145
1283,81.5957,81.59925,80.33093,83.214814,78.751637,67.566215
1282,82.9028,81.47239,80.29907,83.325356,78.548694,67.4269365
1281,81.6743,81.25811,80.22907,83.431928,78.32638,67.2792795
1280,81.6371,81.24153,80.210925,83.554098,78.109365,67.125508
1279,80.4043,81.03453,80.187495,83.655584,77.89498,66.9716295
1278,80.6128,81.01238,80.234995,83.750498,77.69458,66.831072
1277,80.1414,80.52795,80.241855,83.850642,77.49308,66.699751
1276,82.5328,80.08695,80.39064,83.969242,77.294137,66.5708155
1275,82.7385,79.63474,80.44957,84.0499,77.072237,66.4320155
1274,81.7528,79.26332,80.470715,84.112558,76.842038,66.2876015
1273,80.3271,79.06261,80.55436,84.150558,76.615138,66.145766
1272,80.7600,79.12575,80.845145,84.217044,76.399338,66.003909
1271,81.5085,79.20003,81.14786,84.286358,76.170309,65.867259
1270,79.5671,79.18032,81.429575,84.27933,75.933967,65.7120095
1269,80.1828,79.34046,81.45322,84.26513,75.713496,65.5810455
1268,75.7685,79.45761,81.52765,84.219102,75.492425,65.4496815
1267,75.7314,79.95576,81.83194,84.252274,75.310926,65.351246
1266,78.0107,80.69433,82.24137,84.253902,75.122969,65.250382
1265,79.0243,81.2644,82.68612,84.208716,74.909212,65.1437215
1264,79.7457,81.67811,83.089905,84.151544,74.684612,65.027514
1263,80.9585,82.04611,83.246405,84.114286,74.433169,64.908657
1262,81.5028,82.56454,83.52155,84.050744,74.167898,64.784286
1261,81.3114,83.09569,83.894765,83.970516,73.894213,64.664922
1260,81.1685,83.67883,84.30205,83.87403,73.624227,64.543008
1259,81.3543,83.56598,84.73248,83.75283,73.367985,64.418094
1258,80.7500,83.59769,85.209265,83.618344,73.114213,64.287958
1257,83.1171,83.70812,85.69805,83.478744,72.869027,64.160565
1256,83.7114,83.78841,86.00155,83.28223,72.595942,64.014158
1255,83.1614,84.10784,86.31112,83.079002,72.314671,63.862601
1254,83.4257,84.5017,86.571835,82.850402,72.041557,63.707451
1253,86.1428,84.4467,86.68305,82.616774,71.768743,63.5458725
1252,86.8143,84.47856,86.73205,82.315832,71.464029,63.370887
1251,87.1428,84.69384,86.802905,82.035146,71.150072,63.189494
1250,80.0400,84.92527,86.834905,81.72829,70.824644,63.006637
1249,81.6714,85.89898,87.168475,81.537262,70.557387,62.8633725
1248,81.8543,86.82084,87.342405,81.31289,70.277987,62.7101585
1247,83.9200,87.68798,87.53069,81.037746,69.97883,62.552144
1246,86.9057,88.21469,87.63826,80.69886,69.663901,62.382137
1245,87.1000,88.5144,87.62126,80.286374,69.332715,62.192794
1244,82.8757,88.64197,87.55983,79.857746,68.988872,61.997058
1243,86.4614,88.9194,87.598685,79.500574,68.695743,61.8212795
1242,88.9671,88.98554,87.458185,79.074746,68.370286,61.628444
1241,89.4571,88.91197,87.221115,78.599632,68.030286,61.42078
1240,89.7771,88.74454,86.806115,78.104804,67.691186,61.2066015
1239,90.8900,88.43797,86.260115,77.587204,67.335215,60.994309
1238,90.5257,87.86397,85.609685,77.039776,66.975772,60.7702945
