Day,Price,10MA,20MA,50MA,100MA,200MA
2080,115.2400,117.125,121.811,124.7241,126.2062,121.360275
2079,113.4900,117.9,122.39,125.0185,126.3128,121.310175
2078,119.7200,118.889,122.996,125.3594,126.45285,121.266875
2077,115.5200,119.194,123.293,125.5706,126.54035,121.183225
2076,115.1300,120.092,123.681,125.8958,126.65555,121.117975
2075,115.4000,121.095,123.928,126.2341,126.75375,121.041125
2074,114.6400,122.077,124.2865,126.5185,126.83565,120.952475
2073,118.4400,123.688,124.839,126.8765,126.93375,120.860575
2072,121.3000,125.051,125.217,127.1355,126.97175,120.756075
2071,122.3700,125.883,125.474,127.3107,127.00385,120.643325
2070,122.9900,126.497,125.6855,127.4647,127.05155,120.530525
2069,123.3800,126.88,125.80725,127.6087,127.08765,120.419225
2068,122.7700,127.103,125.86475,127.7165,127.11795,120.307425
2067,124.5000,127.392,126.06375,127.8401,127.17565,120.197575
2066,125.1600,127.27,126.21375,127.8703,127.22425,120.068825
2065,125.2200,126.761,126.36125,127.8844,127.26355,119.941125
2064,130.7500,126.496,126.45175,127.9064,127.29595,119.813125
2063,132.0700,125.99,126.29475,127.8438,127.2926,119.658875
2062,129.6200,125.383,126.02125,127.7076,127.2598,119.494425
2061,128.5100,125.065,125.93425,127.6154,127.2853,119.350075
2060,126.8200,124.874,125.87375,127.5612,127.3302,119.208075
2059,125.6100,124.7345,125.91275,127.5988,127.35695,119.077725
2058,125.6600,124.6265,125.97825,127.6656,127.38535,118.939025
2057,123.2800,124.7355,126.05375,127.6554,127.4159,118.819475
2056,120.0700,125.1575,126.31925,127.7626,127.4614,118.716275
2055,122.5700,125.9615,126.75975,127.9724,127.5315,118.621225
2054,125.6900,126.4075,127.00225,128.174,127.5704,118.513175
2053,126.0000,126.5995,127.10775,128.2658,127.5623,118.393675
2052,126.4400,126.6595,127.24025,128.3392,127.5225,118.271575
2051,126.6000,126.8035,127.38625,128.3828,127.4553,118.143675
2050,125.4250,126.8735,127.56225,128.389,127.3786,118.018825
2049,124.5300,127.091,127.789,128.4325,127.32375,117.9
2048,126.7500,127.33,128.08925,128.4369,127.27405,117.7845
2047,127.5000,127.372,128.26575,128.4253,127.19305,117.65575
2046,128.1100,127.481,128.47975,128.4109,127.10435,117.5082
2045,127.0300,127.558,128.6765,128.3747,126.99485,117.35945
2044,127.6100,127.597,128.806,128.3711,126.91355,117.21915
2043,126.6000,127.616,129.0525,128.3609,126.79055,117.0717
2042,127.8800,127.821,129.292,128.3601,126.61595,116.9334
2041,127.3000,127.969,129.401,128.3145,126.46815,116.8105
2040,127.6000,128.251,129.5395,128.2887,126.32495,116.6865
2039,126.9200,128.487,129.669,128.2837,126.17295,116.55975
2038,127.1700,128.8485,129.7615,128.2517,125.99925,116.4358
2037,128.5900,129.1595,129.8505,128.1933,125.81475,116.304395
2036,128.8800,129.4785,129.7215,128.1101,125.58875,116.169145
2035,127.4200,129.795,129.57075,128.0599,125.36815,116.031345
2034,127.8000,130.015,129.51575,127.9765,125.19195,115.897145
2033,128.6500,130.489,129.50675,127.9053,125.01615,115.760995
2032,129.3600,130.763,129.33725,127.7999,124.82215,115.620395
2031,130.1200,130.833,129.11975,127.7465,124.64865,115.469395
2030,129.9600,130.828,128.90375,127.6883,124.46635,115.308695
2029,130.5350,130.851,128.84075,127.6071,124.24425,115.146395
2028,130.2800,130.6745,128.7615,127.5463,124.0015,114.97992
2027,131.7800,130.5415,128.505,127.5101,123.7612,114.80837
2026,132.0450,129.9645,128.348,127.4153,123.5367,114.62942
2025,129.6200,129.3465,128.27375,127.2734,123.32005,114.442895
2024,132.5400,129.0165,128.42525,127.1528,123.14905,114.267195
2023,131.3900,128.5245,128.31225,126.991,122.96275,114.079295
2022,130.0600,127.9115,128.22625,126.808,122.78875,113.897945
2021,130.0700,127.4065,128.15425,126.697,122.60825,113.725595
2020,130.1900,126.9795,127.99625,126.6384,122.43295,113.555895
2019,128.7700,126.8305,127.86675,126.5666,122.26045,113.382945
2018,128.9500,126.8485,127.66575,126.5194,122.09055,113.229845
2017,126.0100,126.4685,127.52675,126.5112,121.92755,113.076995
2016,125.8650,126.7315,127.56525,126.5782,121.76155,112.942045
2015,126.3200,127.201,127.587,126.6427,121.57035,112.801075
2014,127.6200,127.834,127.6135,126.6855,121.3894,112.654625
2013,125.2600,128.1,127.5875,126.7414,121.2105,112.502475
2012,125.0100,128.541,127.6525,126.812,121.0741,112.349775
2011,125.8000,128.902,127.682,126.9552,120.9435,112.19442
2010,128.7000,129.013,127.6925,127.0992,120.8267,112.03757
2009,128.9500,128.903,127.625,127.1151,120.6637,111.8595195
2008,125.1500,128.483,127.4435,127.1051,120.5242,111.6886695
2007,128.6400,128.585,127.3985,127.1764,120.4276,111.5395195
2006,130.5600,128.399,127.188,127.1602,120.3005,111.3785695
2005,132.6500,127.973,126.9785,127.0906,120.1412,111.2018695
2004,130.2800,127.393,126.5085,126.9668,119.9654,111.0137945
2003,129.6700,127.075,126.2065,126.8588,119.8519,110.8393445
2002,128.6200,126.764,125.892,126.7058,119.7452,110.6677445
2001,126.9100,126.462,125.7955,126.5278,119.635,110.5044845
2000,127.6000,126.372,125.8105,126.3682,119.55215,110.3400845
1999,124.7500,126.347,125.7255,126.215,119.44085,110.1694845
1998,126.1700,126.404,125.86275,126.1112,119.35645,110.0133345
1997,126.7800,126.212,125.97775,125.9608,119.24145,109.8471345
1996,126.3000,125.977,125.99075,125.7978,119.12835,109.6731345
1995,126.8500,125.984,125.92325,125.615,119.00525,109.4961345
1994,127.1000,125.624,125.76025,125.456,118.87855,109.3136845
1993,126.5600,125.338,125.62775,125.2202,118.73575,109.1295845
1992,125.6000,125.02,125.41175,124.8718,118.58265,108.9509345
1991,126.0100,125.129,125.35725,124.6218,118.42365,108.7774845
1990,127.3500,125.249,125.41375,124.3612,118.25185,108.6067345
1989,125.3200,125.104,125.37625,124.0622,118.06845,108.4308845
1988,124.2500,125.3215,125.43075,123.7468,117.90225,108.2646845
1987,124.4300,125.7435,125.64525,123.4362,117.74835,108.1044345
1986,126.3700,126.0045,125.89175,123.0674,117.59005,107.9386845
1985,123.2500,125.8625,126.02775,122.6764,117.42035,107.7682845
1984,124.2400,125.8965,126.28825,122.4074,117.26785,107.6213345
1983,123.3800,125.9175,126.597,122.127,117.09525,107.4713845
1982,126.6900,125.8035,126.8675,121.8444,116.93485,107.3229845
1981,127.2100,125.5855,127.1415,121.5508,116.73535,107.150656
1980,125.9000,125.5785,127.431,121.2444,116.51435,106.9769985
1979,127.4950,125.6485,127.61075,120.8814,116.30755,106.808084
1978,128.4700,125.54,127.6585,120.4567,116.0809,106.6259945
1977,127.0400,125.547,127.67075,120.0123,115.8261,106.43268
1976,124.9500,125.779,127.71025,119.6581,115.5804,106.2496225
1975,123.5900,126.193,127.81675,119.3667,115.3285,106.078715
1974,124.4500,126.68,127.96025,119.1453,115.0693,105.9064865
1973,122.2400,127.2765,127.98175,118.9345,114.7874,105.731115
1972,124.5100,127.9315,127.97075,118.7695,114.5404,105.558579
1971,127.1400,128.6975,127.73125,118.5195,114.2828,105.369793
1970,126.6000,129.2835,127.32075,118.2275,114.0095,105.1671715
1969,126.4100,129.573,126.98775,117.9543,113.7508,104.966107
1968,128.5400,129.777,126.64525,117.6617,113.4969,104.765907
1967,129.3600,129.7945,126.15075,117.3439,113.2195,104.5499995
1966,129.0900,129.6415,125.61425,116.9449,112.9134,104.323785
1965,128.4600,129.4405,125.01775,116.498,112.6187,104.1025275
1964,130.4150,129.2405,124.53975,116.0933,112.3303,103.8843415
1963,128.7900,128.687,123.7845,115.6796,112.02515,103.6557165
1962,132.1700,128.01,122.802,115.3362,111.72905,103.430011
1961,133.0000,126.765,121.8485,114.9318,111.41485,103.1891535
1960,129.4950,125.358,120.8475,114.5542,111.08595,102.947246
1959,128.4500,124.4025,119.99275,114.2123,110.7985,102.7243495
1958,128.7150,123.5135,119.04775,113.9433,110.4927,102.5113565
1957,127.8300,122.507,118.048,113.6788,110.22305,102.291053
1956,127.0800,121.587,116.956,113.4408,109.97115,102.0743885
1955,126.4600,120.595,115.943,113.1918,109.71095,101.860481
1954,124.8800,119.839,115.11,112.964,109.45595,101.6512735
1953,122.0200,118.882,114.377,112.845,109.22505,101.4512235
1952,119.7200,117.594,113.7385,112.7846,109.02065,101.249652
1951,118.9300,116.932,113.353,112.7422,108.83205,101.056602
1950,119.9400,116.337,113.001,112.7361,108.65905,100.8367735
1949,119.5600,115.583,112.3915,112.6667,108.47625,100.6168585
1948,118.6500,114.582,111.7265,112.6017,108.29495,100.3984655
1947,118.6300,113.589,111.1065,112.5221,108.11845,100.1801725
1946,117.1600,112.325,110.6415,112.4589,107.91205,99.957744
1945,118.9000,111.291,110.3025,112.3955,107.72405,99.741915
1944,115.3100,110.381,109.9835,112.3011,107.52475,99.5200435
1943,109.1400,109.872,109.9135,112.2513,107.35285,99.3146435
1942,113.1000,109.883,110.156,112.2935,107.25085,99.1428575
1941,112.9800,109.774,110.1015,112.2255,107.15285,98.9561575
1940,112.4000,109.665,110.0795,112.1425,107.04805,98.765143
1939,109.5500,109.2,110.1065,112.0747,106.94655,98.57705
1938,108.7200,108.871,110.218,112.0577,106.87235,98.4091715
1937,105.9900,108.624,110.4145,112.0605,106.79404,98.2504215
1936,106.8200,108.958,110.5855,112.1127,106.74954,98.108007
1935,109.8000,109.314,110.58175,112.1643,106.69454,97.9607995
1934,110.2200,109.586,110.503,112.1283,106.60234,97.795185
1933,109.2500,109.955,110.4785,112.0635,106.50584,97.6275565
1932,112.0100,110.429,110.597,112.0253,106.41864,97.4652065
1931,111.8900,110.429,110.594,111.9199,106.29014,97.2907135
1930,107.7500,110.494,110.7055,111.7843,106.15104,97.120542
1929,106.2600,111.013,110.938,111.7337,106.04854,96.9669275
1928,106.2500,111.565,111.375,111.7051,105.95834,96.816249
1927,109.3300,112.205,111.837,111.6399,105.85554,96.6626415
1926,110.3800,112.213,112.167,111.5027,105.72214,96.495463
1925,112.5200,111.8495,112.3795,111.2903,105.56574,96.3231345
1924,113.9100,111.42,112.507,110.9933,105.38534,96.136777
1923,113.9900,111.002,112.758,110.6403,105.19584,95.9420055
1922,112.0100,110.765,113.0085,110.3113,105.00714,95.751091
1921,112.5400,110.759,113.288,110.0461,104.84294,95.5743335
1920,112.9400,110.917,113.59225,109.7915,104.67884,95.394555
1919,111.7800,110.863,113.76875,109.5473,104.50544,95.2090835
1918,112.6500,111.185,113.99525,109.3321,104.36914,95.029069
1917,109.4100,111.469,114.09625,109.0951,104.22644,94.844926
1916,106.7450,112.121,114.39925,108.8819,104.12254,94.678133
1915,108.2250,112.9095,114.7615,108.7394,104.0318,94.523865
1914,109.7300,113.594,115.05925,108.5673,103.91985,94.3597115
1913,111.6200,114.514,115.21375,108.3707,103.79445,94.186947
1912,111.9500,115.252,115.19525,108.1219,103.62545,94.005754
1911,114.1200,115.817,115.08275,107.8979,103.44534,93.8155395
1910,112.4000,116.2675,114.81825,107.6177,103.24844,93.6178395
1909,115.0000,116.6745,114.64875,107.3847,103.055339,93.432661
1908,115.4900,116.8055,114.33375,107.0421,102.853139,93.2328395
1907,115.9300,116.7235,114.00225,106.7673,102.651439,93.034782
1906,114.6300,116.6775,113.63575,106.5015,102.456639,92.8389675
1905,115.0700,116.6135,113.37425,106.2301,102.262539,92.65581
1904,118.9300,116.5245,113.02075,105.9479,102.062189,92.469024
1903,119.0000,115.9135,112.42325,105.6051,101.826789,92.2632525
1902,117.6000,115.1385,111.84025,105.2567,101.590289,92.0510525
1901,118.6250,114.3485,111.29725,104.9219,101.373969,91.845881
1900,116.4700,113.369,110.6215,104.582,101.128019,91.630606
1899,116.3100,112.623,110.059,104.2858,100.898119,91.419456
1898,114.6700,111.862,109.485,103.9882,100.670219,91.2039845
1897,115.4700,111.281,108.901,103.7148,100.452819,90.99677
1896,113.9900,110.594,108.251,103.3652,100.217919,90.7828415
1895,114.1800,110.135,107.5395,103.0526,99.987019,90.571127
1894,112.8200,109.517,106.714,102.7484,99.748819,90.3577985
1893,111.2500,108.933,105.886,102.4544,99.523419,90.1506855
1892,109.7000,108.542,105.2005,102.2082,99.319219,89.952114
1891,108.8300,108.246,104.653,102.0802,99.131319,89.7653995
1890,109.0100,107.874,104.202,101.9536,98.961619,89.6144635
1889,108.7000,107.495,103.788,101.8184,98.793319,89.4594635
1888,108.8600,107.108,103.404,101.687,98.627119,89.313235
1887,108.6000,106.521,103.001,101.52758,98.460519,89.1628705
1886,109.4000,105.908,102.5085,101.38638,98.287319,89.012063
1885,108.0000,104.944,102.0195,101.22478,98.116219,88.8512555
1884,106.9800,103.911,101.6005,101.07638,97.974819,88.707148
1883,107.3400,102.839,101.2465,100.94818,97.847519,88.570362
1882,106.7400,101.859,100.8385,100.81198,97.711119,88.4239405
1881,105.1100,101.06,100.539,100.66038,97.565962,88.2729045
1880,105.2200,100.53,100.289,100.51778,97.439647,88.128026
1879,104.8300,100.081,100.0655,100.36338,97.308618,87.9851535
1878,102.9900,99.7,99.7175,100.21158,97.171089,87.849189
1877,102.4700,99.481,99.6555,100.07118,97.03926,87.71998
1876,99.7600,99.109,99.664,99.94158,96.918845,87.5961515
1875,97.6700,99.095,99.729,99.84118,96.82893,87.4837655
1874,96.2600,99.29,99.8935,99.77738,96.743673,87.390508
1873,97.5400,99.654,100.17,99.75138,96.67483,87.3099365
1872,98.7500,99.818,100.372,99.70298,96.576758,87.218322
1871,99.8100,100.018,100.4775,99.63978,96.456786,87.124636
1870,100.7300,100.048,100.5685,99.56618,96.324843,87.0283715
1869,101.0200,100.05,100.615,99.46358,96.181414,86.9302
1868,100.8000,99.735,100.6355,99.40618,96.034914,86.832307
1867,98.7500,99.83,100.6455,99.35778,95.880499,86.720464
1866,99.6200,100.219,100.6075,99.36318,95.73417,86.615614
1865,99.6200,100.363,100.5445,99.3242,95.586355,86.510921
1864,99.9000,100.497,100.512,99.2724,95.438383,86.4092425
1863,99.1800,100.686,100.423,99.2182,95.286283,86.3079565
1862,100.7500,100.926,100.411,99.129,95.130972,86.208078
1861,100.1100,100.937,100.5385,98.99278,94.963457,86.1047135
1860,100.7500,101.089,100.658,98.87918,94.808542,86.005135
1859,97.8700,101.18,100.733,98.725978,94.650199,85.905349
1858,101.7500,101.536,100.946,98.664178,94.530013,85.8205915
1857,102.6400,101.461,100.90295,98.535578,94.359056,85.7118555
1856,101.0600,100.996,100.84795,98.411778,94.177627,85.604299
1855,100.9600,100.726,100.86095,98.294978,94.010012,85.5025705
1854,101.7900,100.527,100.84195,98.176478,93.846597,85.402286
1853,101.5800,100.16,100.78095,98.048478,93.677397,85.2870715
1852,100.8600,99.896,100.72845,97.923878,93.478654,85.176364
1851,101.6300,100.14,100.64345,97.826038,93.281154,85.0620355
1850,101.6600,100.227,100.46095,97.674038,93.014497,84.9348855
1849,101.4300,100.286,100.25295,97.510438,92.757467,84.8006855
1848,101.0000,100.356,100.04345,97.352238,92.501981,84.664821
1847,97.9900,100.3449,99.79195,97.190838,92.241895,84.532061
1846,98.3600,100.6999,99.69195,97.070638,92.003438,84.409968
1845,98.9700,100.9959,99.51095,96.921438,91.75978,84.289275
1844,98.1200,101.1569,99.28645,96.749238,91.515337,84.164874
1843,98.9400,101.4019,99.12845,96.592438,91.276437,84.0492675
1842,103.3000,101.5609,98.93745,96.430238,91.034865,83.9318245
1841,102.5000,101.1469,98.55195,96.182438,90.759465,83.787206
1840,102.2500,100.6949,98.23345,95.969638,90.482236,83.6461415
1839,102.1300,100.2199,97.90095,95.768238,90.20755,83.50564
1838,100.8890,99.7309,97.70195,95.567238,89.945993,83.3668185
1837,101.5400,99.239,97.5765,95.393458,89.706803,83.228439
1836,101.3200,98.684,97.4505,95.188258,89.466474,83.0928245
1835,100.5800,98.026,97.26805,95.007658,89.227059,82.961545
1834,100.5700,97.416,97.09055,94.873258,88.98803,82.834895
1833,100.5300,96.855,96.92155,94.746858,88.749273,82.703495
1832,99.1600,96.314,96.63105,94.610258,88.511773,82.5742035
1831,97.9800,95.957,96.37,94.471544,88.291287,82.453329
1830,97.5000,95.772,96.1925,94.361514,88.090044,82.3324845
1829,97.2400,95.582,95.971995,94.253856,87.885315,82.223467
1828,95.9700,95.673,95.848995,94.130598,87.674158,82.112951
1827,95.9900,95.914,95.816495,94.00734,87.469743,82.0130365
1826,94.7400,96.217,95.839495,93.89611,87.268786,81.908058
1825,94.4800,96.5101,95.863495,93.81668,87.080529,81.805692
1824,94.9600,96.7651,95.891245,93.709966,86.888214,81.7056935
1823,95.1200,96.9881,95.912745,93.59828,86.688171,81.594386
1822,95.5900,96.9481,95.924245,93.450536,86.495042,81.479143
1821,96.1300,96.783,95.943145,93.273792,86.305727,81.3591315
1820,95.6000,96.613,95.838145,93.083506,86.11027,81.2346815
1819,98.1500,96.36199,95.732145,92.899248,85.912727,81.1109955
1818,98.3800,96.02499,95.500645,92.663648,85.688998,80.972254
1817,99.0200,95.71899,95.228145,92.403218,85.463412,80.8300955
1816,97.6710,95.46199,94.876145,92.10516,85.233726,80.6825585
1815,97.0300,95.21689,94.537595,91.84851,85.01593,80.537732
1814,97.1900,95.01739,94.204095,91.604366,84.799573,80.400975
1813,94.7200,94.83739,93.858595,91.354366,84.579444,80.2600465
1812,93.9390,94.90039,93.664095,91.132944,84.386058,80.1317395
1811,94.4300,95.10329,93.512645,90.934134,84.185739,80.01173
1810,93.0899,95.06329,93.384145,90.737904,83.987239,79.888123
1809,94.7800,95.1023,93.33865,90.57442,83.809983,79.763209
1808,95.3200,94.9763,93.20365,90.395848,83.61254,79.6341305
1807,96.4500,94.7373,93.04765,90.182534,83.418125,79.5048305
1806,95.2200,94.2903,92.78915,89.943476,83.221296,79.3665305
1805,95.0350,93.8583,92.64265,89.725046,83.049081,79.2397875
1804,95.3900,93.3908,92.5839,89.516716,82.875859,79.1150695
1803,95.3500,92.8798,92.5269,89.306316,82.699716,78.9719835
1802,95.9680,92.4278,92.4444,89.03343,82.511816,78.8325905
1801,94.0300,91.922,92.257215,88.73627,82.317793,78.6846645
1800,93.4800,91.705,92.17964,88.354956,82.133193,78.539743
1799,93.5200,91.575,92.111495,88.004496,81.940793,78.393857
1798,92.9300,91.431,91.98935,87.651724,81.73775,78.2583285
1797,91.9800,91.358,91.833205,87.292952,81.540721,78.131314
1796,90.9000,91.288,91.75563,86.936238,81.347764,78.0054925
1795,90.3600,91.427,91.749055,86.598122,81.155235,77.9043065
1794,90.2800,91.777,91.68827,86.281436,80.966778,77.8140565
1793,90.8300,92.174,91.643055,85.960436,80.777952,77.718528
1792,90.9100,92.461,91.488195,85.639492,80.585009,77.618142
1791,91.8600,92.59243,91.280335,85.336492,80.39948,77.5198
1790,92.1800,92.65428,91.01812,84.994834,80.267308,77.4094855
1789,92.0800,92.64799,90.728475,84.646862,80.125608,77.296597
1788,92.2000,92.5477,90.442975,84.324748,79.999351,77.187411
1787,91.2800,92.30841,90.1009,84.020148,79.865222,77.077051
1786,92.2900,92.22326,89.742755,83.74469,79.736807,76.969644
1785,93.8600,92.07111,89.37018,83.44646,79.586292,76.867458
1784,94.2500,91.59954,88.91832,83.102802,79.439477,76.7560295
1783,93.7000,91.11211,88.44032,82.751688,79.293205,76.6440365
1782,92.2243,90.51539,87.937765,82.413288,79.136762,76.534365
1781,92.4785,89.96824,87.526475,82.11103,78.979847,76.4311505
1780,92.1171,89.38196,87.133475,81.818574,78.816405,76.3314295
1779,91.0771,88.80896,86.773405,81.516774,78.661689,76.229651
1778,89.8071,88.33825,86.51212,81.217718,78.527289,76.1299155
1777,90.4285,87.89339,86.25448,80.932146,78.4007,76.0369515
1776,90.7685,87.26225,85.95791,80.641462,78.273458,75.934502
1775,89.1443,86.66925,85.63441,80.344378,78.138601,75.814488
1774,89.3757,86.2371,85.40812,80.066462,78.037343,75.6933735
1773,87.7328,85.76853,85.182835,79.778062,77.945043,75.575788
1772,86.7528,85.36014,84.88148,79.539548,77.859886,75.4692525
1771,86.6157,85.08471,84.59934,79.337662,77.792486,75.36781
1770,86.3871,84.88499,84.01677,79.137034,77.7319,75.270053
1769,86.3700,84.73785,83.495265,78.926206,77.678986,75.168503
1768,85.3585,84.68599,82.970835,78.714348,77.6297,75.06285
1767,84.1171,84.61557,82.45248,78.523606,77.560429,74.959293
1766,84.8385,84.65357,81.95384,78.362292,77.497058,74.8625075
1765,84.8228,84.59957,81.411625,78.18335,77.435487,74.758165
1764,84.6900,84.57914,80.89677,77.99478,77.380102,74.649044
1763,83.6489,84.59714,80.37377,77.804522,77.32963,74.538808
1762,83.9985,84.40282,79.930465,77.639172,77.285184,74.4352135
1761,84.6185,84.11397,79.51854,77.437344,77.24597,74.3144995
1760,84.9157,83.14855,79.02647,77.236574,77.201728,74.195914
1759,85.8514,82.25268,78.519755,77.045546,77.160499,74.074871
1758,84.6543,81.25568,78.0259,76.829232,77.11117,73.9540125
1757,84.4971,80.28939,77.641685,76.653716,77.064655,73.838105
1756,84.2985,79.25411,77.292185,76.499116,77.030971,73.7229015
1755,84.6185,78.22368,76.946185,76.373116,76.995129,73.606723
1754,84.8700,77.2144,76.549115,76.235002,76.957975,73.4882805
1753,81.7057,76.1504,76.14033,76.093116,76.896746,73.369136
1752,81.1100,75.45811,75.894045,75.990202,76.874074,73.261129
1751,74.9643,74.92311,75.694115,75.899316,76.842917,73.1572575
1750,75.9570,74.90439,75.838685,75.91143,76.855274,73.0789
1749,75.8814,74.78683,75.89219,75.87709,76.843904,72.997272
1748,74.9914,74.79612,75.904335,75.823776,76.827661,72.9184365
1747,74.1443,74.99398,75.93119,75.78849,76.822227,72.842401
1746,73.9942,75.33026,76.01869,75.75929,76.816498,72.7639795
1745,74.5257,75.66869,76.114695,75.712348,76.81877,72.677244
1744,74.2300,75.88383,76.150835,75.65212,76.814411,72.585887
1743,74.7828,76.13026,76.18712,75.595468,76.822098,72.4990725
1742,75.7600,76.32998,76.238335,75.530526,76.828784,72.4127515
1741,74.7771,76.46512,76.28326,75.462468,76.814947,72.32148
1740,74.7814,76.77298,76.37362,75.539782,76.810047,72.2429515
1739,75.9743,76.99755,76.426835,75.604354,76.80373,72.166786
1738,76.9700,77.01255,76.416975,75.673954,76.787644,72.0890575
1737,77.5071,76.8684,76.359545,75.710296,76.750075,72.0126145
1736,77.3785,76.70712,76.28676,75.728924,76.719175,71.9336505
1735,76.6771,76.5607,76.212405,75.726124,76.696031,71.8539365
1734,76.6943,76.41784,76.148265,75.776152,76.68176,71.7819545
1733,76.7800,76.24398,76.072405,75.834722,76.657717,71.70719
1732,77.1114,76.14669,76.002475,75.860236,76.636634,71.6358615
1731,77.8557,76.1014,75.84226,75.848664,76.615371,71.5637975
1730,77.0271,75.97426,75.678475,75.814236,76.574925,71.490098
1729,76.1243,75.85612,75.595335,75.806604,76.561619,71.418148
1728,75.5285,75.8214,75.540905,75.83686,76.551744,71.355462
1727,75.8943,75.85069,75.558405,75.869254,76.55633,71.298755
1726,75.9143,75.8664,75.602045,75.905454,76.54733,71.2412265
1725,75.2485,75.86411,75.706255,75.932824,76.530855,71.182894
1724,74.9557,75.87869,75.82947,76.008224,76.523173,71.1292085
1723,75.8071,75.90083,75.97047,76.112024,76.500601,71.0722515
1722,76.6585,75.85826,76.008115,76.180224,76.463244,71.0085295
1721,76.5843,75.58312,76.003475,76.24731,76.412536,70.943201
1720,75.8457,75.38269,75.95276,76.326766,76.359093,70.8760935
1719,75.7771,75.33455,75.872475,76.431766,76.309264,70.812118
1718,75.8214,75.26041,75.744405,76.545052,76.25551,70.7472755
1717,76.0514,75.26612,75.61469,76.597252,76.196779,70.684547
1716,75.8914,75.33769,75.446335,76.631824,76.131391,70.6137615
1715,75.3943,75.5484,75.23412,76.687624,76.059534,70.5447175
1714,75.1771,75.78025,75.04012,76.765424,76.002377,70.4740675
1713,75.3814,76.04011,74.851135,76.854738,75.940649,70.415225
1712,73.9071,76.15797,74.65885,76.931196,75.877421,70.363132
1711,74.5800,76.42383,74.58135,77.054596,75.837721,70.3171465
1710,75.3643,76.52283,74.78449,77.166882,75.789007,70.2705105
1709,75.0357,76.4104,74.916775,77.275452,75.716435,70.225003
1708,75.8785,76.2284,75.137705,77.393108,75.655721,70.1774375
1707,76.7671,75.96326,75.283135,77.475594,75.591536,70.1271235
1706,77.9985,75.55498,75.366705,77.562826,75.511765,70.064702
1705,77.7128,74.91984,75.328705,77.617142,75.430494,69.992938
1704,77.7757,74.29999,75.40199,77.680948,75.35428,69.9181525
1703,76.5600,73.66216,75.494345,77.700376,75.244251,69.8455455
1702,76.5657,73.15973,75.56913,77.757946,75.153365,69.769974
1701,75.5700,72.73887,75.567485,77.786518,75.051536,69.685149
1700,74.2400,73.04615,75.5957,77.799118,74.946293,69.598999
1699,73.2157,73.42315,75.715975,77.810718,74.846921,69.5174145
1698,73.2271,74.04701,75.937045,77.831546,74.778907,69.441429
1697,72.6843,74.60301,76.1331,77.855964,74.721907,69.3600575
1696,71.6471,75.17843,76.3841,77.873706,74.663221,69.275586
1695,71.5143,75.73757,76.665885,77.925192,74.653378,69.197386
1694,71.3974,76.50399,77.041095,77.976702,74.661335,69.1275285
1693,71.5357,77.32653,77.47851,78.048728,74.659104,69.0749985
1692,72.3571,77.97853,77.86258,78.127042,74.651275,69.017213
1691,78.6428,78.3961,78.245365,78.167426,74.64012,68.9624275
1690,78.0100,78.14525,78.34108,78.080312,74.551663,68.879449
1689,79.4543,78.0088,78.495365,78.003106,74.467586,68.800606
1688,78.7871,77.82708,78.59472,77.901334,74.375471,68.70832
1687,78.4385,77.66319,78.576935,77.789854,74.28888,68.61882
1686,77.2385,77.58977,78.54401,77.709426,74.202481,68.528913
1685,79.1785,77.5942,78.616155,77.665938,74.148624,68.4482345
1684,79.6228,77.5782,78.621445,77.587368,74.072582,68.360906
1683,78.0557,77.63049,78.622445,77.480712,73.994868,68.269786
1682,76.5328,77.74663,78.679875,77.413032,73.931968,68.1858715
1681,76.1343,78.09463,78.85709,77.382078,73.882454,68.119393
1680,76.6455,78.53691,79.06009,77.335614,73.846454,68.0616355
1679,77.6371,78.98193,79.267455,77.316634,73.797613,68.007791
1678,77.1482,79.36236,79.431525,77.266628,73.732542,67.950734
1677,77.7043,79.49068,79.574255,77.243406,73.673203,67.8949285
1676,77.2828,79.49825,79.745475,77.189206,73.595546,67.8297855
1675,79.0185,79.63811,79.91705,77.128886,73.490375,67.7662855
1674,80.1457,79.66469,80.01128,77.038122,73.349404,67.6958285
1673,79.2171,79.6144,79.94135,76.889178,73.206533,67.620614
1672,80.0128,79.61312,79.95242,76.746264,73.078619,67.5414285
1671,80.5571,79.61955,79.851495,76.577762,72.943134,67.450293
1670,81.0957,79.58327,79.63364,76.39142,72.808206,67.3534715
1669,81.4414,79.55298,79.319855,76.186762,72.65802,67.2540145
1668,78.4314,79.50069,78.96064,75.965968,72.496,67.1595715
1667,77.7800,79.65783,78.76147,75.796306,72.358157,67.075786
1666,78.6814,79.9927,78.55104,75.630958,72.227957,66.9944445
1665,79.2843,80.19599,78.32804,75.431444,72.080843,66.9050815
1664,79.6428,80.35787,78.068315,75.23933,71.917986,66.81662
1663,79.2043,80.2683,77.83611,75.02656,71.747986,66.7184415
1662,80.0771,80.29172,77.648465,74.823646,71.585243,66.6298985
1661,80.1943,80.08344,77.363425,74.620846,71.383029,66.5447985
1660,80.7928,79.68401,77.068065,74.411132,71.1901,66.461377
1659,80.9185,79.08673,76.73591,74.157418,70.989243,66.378106
1658,80.0028,78.42059,76.40827,73.918334,70.796855,66.289799
1657,81.1287,77.86511,76.068785,73.707478,70.611555,66.211792
1656,80.7143,77.10938,75.733205,73.460704,70.414832,66.1247625
1655,80.9031,76.46009,75.450695,73.243846,70.218317,66.041798
